stay_year,stay_month,season_band,room_id,room_name,booking_window_band,confirmed_bookings,room_nights,revenue,avg_adr,avg_los,avg_booking_window,reliability
2024,2024-06,SHOULDER,2762,Camera Superior,61-90,9,67,8057.0,116.67,7.44,77.33,INSUFFICIENT
2024,2024-06,SHOULDER,2762,Camera Superior,91-180,6,43,8504.5,198.15,7.17,122.33,INSUFFICIENT
2024,2024-06,SHOULDER,2762,Camera Superior,181+,1,13,2590.0,199.23,13.0,204.0,INSUFFICIENT
2024,2024-06,SHOULDER,2763,Camera Deluxe,0-7,3,14,0.0,0.0,4.67,2.67,INSUFFICIENT
2024,2024-06,SHOULDER,2763,Camera Deluxe,8-14,2,9,2890.0,180.62,4.5,10.5,INSUFFICIENT
2024,2024-06,SHOULDER,2763,Camera Deluxe,15-30,3,18,3337.5,158.93,6.0,22.67,INSUFFICIENT
2024,2024-06,SHOULDER,2763,Camera Deluxe,61-90,4,27,3980.0,142.14,6.75,80.25,INSUFFICIENT
2024,2024-06,SHOULDER,2763,Camera Deluxe,91-180,12,83,18837.0,227.57,6.92,134.92,LOW
2024,2024-06,SHOULDER,2763,Camera Deluxe,181+,2,14,2980.0,212.86,7.0,202.5,INSUFFICIENT
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,0-7,8,52,6847.0,127.97,6.5,3.88,INSUFFICIENT
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,8-14,7,34,5660.5,151.55,4.86,12.0,INSUFFICIENT
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,15-30,11,57,3541.5,67.6,5.18,20.0,LOW
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,31-60,12,71,9255.5,144.02,5.92,47.5,LOW
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,61-90,43,336,27991.5,83.92,7.81,76.3,MEDIUM
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,91-180,34,289,63563.4,219.04,8.5,124.5,MEDIUM
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,181+,5,39,9376.5,240.43,7.8,214.2,INSUFFICIENT
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,0-7,10,63,9696.5,135.57,6.3,3.1,LOW
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,8-14,2,8,2388.5,170.6,4.0,12.0,INSUFFICIENT
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,15-30,5,30,5680.5,206.01,6.0,23.0,INSUFFICIENT
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,31-60,14,107,24133.0,234.78,7.64,46.43,LOW
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,61-90,42,209,26452.0,120.16,4.98,76.71,MEDIUM
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,91-180,7,49,10692.0,218.2,7.0,126.29,INSUFFICIENT
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,181+,1,8,1734.5,216.81,8.0,212.0,INSUFFICIENT
2024,2024-06,SHOULDER,2767,Suite Familiare Vista Piscina,8-14,1,2,0.0,0.0,2.0,11.0,INSUFFICIENT
2024,2024-06,SHOULDER,2767,Suite Familiare Vista Piscina,61-90,1,8,2374.5,296.81,8.0,79.0,INSUFFICIENT
2024,2024-06,SHOULDER,2767,Suite Familiare Vista Piscina,91-180,1,10,2340.0,234.0,10.0,165.0,INSUFFICIENT
2024,2024-06,SHOULDER,3231,Suite Familiare,8-14,1,2,550.0,275.0,2.0,9.0,INSUFFICIENT
2024,2024-06,SHOULDER,3231,Suite Familiare,15-30,2,16,4890.0,174.64,8.0,22.0,INSUFFICIENT
2024,2024-06,SHOULDER,3231,Suite Familiare,91-180,1,10,2340.0,234.0,10.0,165.0,INSUFFICIENT
2024,2024-06,SHOULDER,5375,Villino 2Ten,15-30,3,14,1190.0,99.33,4.67,18.67,INSUFFICIENT
2024,2024-06,SHOULDER,5375,Villino 2Ten,91-180,1,7,1090.0,155.71,7.0,148.0,INSUFFICIENT
2024,2024-06,SHOULDER,5376,Villino Double,15-30,1,7,2440.0,348.57,7.0,27.0,INSUFFICIENT
2024,2024-06,SHOULDER,5376,Villino Double,61-90,1,7,1763.0,251.86,7.0,63.0,INSUFFICIENT
2024,2024-06,SHOULDER,5376,Villino Double,91-180,1,7,1783.5,254.79,7.0,165.0,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,0-7,7,31,4554.5,115.99,4.43,4.14,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,8-14,9,42,10934.0,209.22,4.67,12.0,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,15-30,3,21,6528.5,310.88,7.0,25.33,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,31-60,4,28,6270.0,223.93,7.0,47.25,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,61-90,6,42,1939.0,46.17,7.0,79.0,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,91-180,23,160,14079.5,89.68,6.96,109.83,LOW
2024,2024-07,PEAK,2761,Camera  Standard,181+,1,7,1290.0,184.29,7.0,226.0,INSUFFICIENT
2024,2024-07,PEAK,2762,Camera Superior,0-7,12,56,14194.55,226.65,4.67,2.92,LOW
2024,2024-07,PEAK,2762,Camera Superior,8-14,11,53,16345.5,297.52,4.82,9.09,LOW
2024,2024-07,PEAK,2762,Camera Superior,31-60,4,26,8388.0,373.36,6.5,48.0,INSUFFICIENT
2024,2024-07,PEAK,2762,Camera Superior,61-90,1,7,2390.0,341.43,7.0,73.0,INSUFFICIENT
2024,2024-07,PEAK,2762,Camera Superior,91-180,13,103,25887.0,246.39,7.92,119.69,LOW
2024,2024-07,PEAK,2763,Camera Deluxe,0-7,2,8,1790.0,213.57,4.0,3.5,INSUFFICIENT
2024,2024-07,PEAK,2763,Camera Deluxe,8-14,6,42,13200.0,314.29,7.0,9.83,INSUFFICIENT
2024,2024-07,PEAK,2763,Camera Deluxe,15-30,1,7,2787.0,398.14,7.0,29.0,INSUFFICIENT
2024,2024-07,PEAK,2763,Camera Deluxe,31-60,4,28,9960.0,355.71,7.0,43.75,INSUFFICIENT
2024,2024-07,PEAK,2763,Camera Deluxe,61-90,2,14,5620.0,401.42,7.0,72.5,INSUFFICIENT
2024,2024-07,PEAK,2763,Camera Deluxe,91-180,11,80,24323.5,302.29,7.27,133.18,LOW
2024,2024-07,PEAK,2764,Appartamento Area Giardino,0-7,9,54,12570.0,254.86,6.0,3.11,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,8-14,5,35,12203.0,348.66,7.0,9.6,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,31-60,4,31,6905.0,214.57,7.75,43.25,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,61-90,17,139,11011.5,82.13,8.18,84.88,LOW
2024,2024-07,PEAK,2764,Appartamento Area Giardino,91-180,72,614,64037.5,100.14,8.53,114.17,MEDIUM
2024,2024-07,PEAK,2764,Appartamento Area Giardino,181+,5,35,10107.0,288.77,7.0,217.8,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,0-7,6,27,6780.0,183.65,4.5,5.0,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,8-14,9,66,19918.5,305.64,7.33,10.44,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,15-30,6,48,17226.5,359.68,8.0,22.33,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,31-60,7,56,16073.5,268.95,8.0,45.86,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,61-90,10,74,22641.0,294.71,7.4,77.4,LOW
2024,2024-07,PEAK,2765,Appartamento Area Piscina,91-180,16,127,33772.0,264.08,7.94,125.94,LOW
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,0-7,1,6,2290.0,381.67,6.0,4.0,INSUFFICIENT
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,8-14,1,7,2440.0,348.57,7.0,8.0,INSUFFICIENT
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,61-90,1,7,2677.0,382.43,7.0,78.0,INSUFFICIENT
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,91-180,1,7,2490.0,355.71,7.0,110.0,INSUFFICIENT
2024,2024-07,PEAK,3231,Suite Familiare,0-7,1,5,1940.0,388.0,5.0,5.0,INSUFFICIENT
2024,2024-07,PEAK,3231,Suite Familiare,15-30,1,7,3005.0,429.29,7.0,21.0,INSUFFICIENT
2024,2024-07,PEAK,5375,Villino 2Ten,0-7,1,7,0.0,0.0,7.0,0.0,INSUFFICIENT
2024,2024-07,PEAK,5375,Villino 2Ten,181+,1,6,1473.0,245.5,6.0,198.0,INSUFFICIENT
2024,2024-07,PEAK,5376,Villino Double,15-30,1,14,5990.0,427.86,14.0,26.0,INSUFFICIENT
2024,2024-07,PEAK,5376,Villino Double,61-90,1,7,2640.5,377.21,7.0,88.0,INSUFFICIENT
2024,2024-08,PEAK,2761,Camera  Standard,0-7,18,93,23652.0,229.03,5.17,3.61,LOW
2024,2024-08,PEAK,2761,Camera  Standard,8-14,1,1,0.0,0.0,1.0,13.0,INSUFFICIENT
2024,2024-08,PEAK,2761,Camera  Standard,15-30,2,14,4971.0,355.07,7.0,26.5,INSUFFICIENT
2024,2024-08,PEAK,2761,Camera  Standard,31-60,4,34,10610.0,285.14,8.5,41.0,INSUFFICIENT
2024,2024-08,PEAK,2761,Camera  Standard,91-180,22,180,15507.5,53.57,8.18,120.64,LOW
2024,2024-08,PEAK,2762,Camera Superior,0-7,22,135,33351.5,218.9,6.14,3.77,LOW
2024,2024-08,PEAK,2762,Camera Superior,8-14,8,43,12710.5,232.9,5.38,11.0,INSUFFICIENT
2024,2024-08,PEAK,2762,Camera Superior,15-30,2,12,4149.0,358.04,6.0,21.5,INSUFFICIENT
2024,2024-08,PEAK,2762,Camera Superior,31-60,2,15,5577.0,377.02,7.5,37.5,INSUFFICIENT
2024,2024-08,PEAK,2762,Camera Superior,61-90,1,14,4990.0,356.43,14.0,78.0,INSUFFICIENT
2024,2024-08,PEAK,2762,Camera Superior,91-180,4,28,8631.5,308.27,7.0,140.5,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,0-7,11,72,21351.5,298.27,6.55,5.73,LOW
2024,2024-08,PEAK,2763,Camera Deluxe,8-14,3,28,10620.0,354.36,9.33,10.0,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,15-30,5,31,11942.5,338.36,6.2,23.6,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,31-60,5,35,13231.0,378.03,7.0,49.4,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,91-180,4,28,11250.0,401.78,7.0,126.0,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,0-7,8,46,15871.0,292.93,5.75,4.5,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,8-14,4,24,6880.0,281.48,6.0,8.75,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,15-30,6,43,7974.0,182.45,7.17,21.83,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,31-60,4,29,2169.5,68.38,7.25,38.0,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,61-90,3,21,9446.0,449.81,7.0,72.33,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,91-180,92,753,54133.0,63.67,8.18,129.92,MEDIUM
2024,2024-08,PEAK,2764,Appartamento Area Giardino,181+,6,49,20097.0,403.62,8.17,233.5,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,0-7,7,29,7353.5,196.59,4.14,4.43,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,8-14,5,29,10914.0,372.31,5.8,10.6,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,15-30,9,70,30723.5,440.93,7.78,26.44,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,31-60,17,122,50487.5,412.67,7.18,41.53,LOW
2024,2024-08,PEAK,2765,Appartamento Area Piscina,61-90,2,12,5711.5,480.0,6.0,75.0,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,91-180,20,189,45428.5,261.64,9.45,117.1,LOW
2024,2024-08,PEAK,2765,Appartamento Area Piscina,181+,1,10,2290.0,229.0,10.0,200.0,INSUFFICIENT
2024,2024-08,PEAK,2767,Suite Familiare Vista Piscina,8-14,4,35,14760.0,446.96,8.75,10.0,INSUFFICIENT
2024,2024-08,PEAK,3231,Suite Familiare,8-14,1,5,2490.0,498.0,5.0,12.0,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,0-7,2,10,140.0,10.0,5.0,3.5,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,15-30,1,7,1990.0,284.29,7.0,16.0,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,61-90,1,7,2340.5,334.36,7.0,87.0,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,91-180,2,14,3780.0,270.0,7.0,125.5,INSUFFICIENT
2024,2024-08,PEAK,5376,Villino Double,0-7,1,6,3000.0,500.0,6.0,3.0,INSUFFICIENT
2024,2024-08,PEAK,5376,Villino Double,15-30,1,9,2457.0,273.0,9.0,26.0,INSUFFICIENT
2024,2024-08,PEAK,5376,Villino Double,181+,1,14,6590.0,470.71,14.0,238.0,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,0-7,6,16,1735.0,110.54,2.67,1.17,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,8-14,1,8,960.0,120.0,8.0,11.0,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,15-30,3,21,4870.0,231.9,7.0,19.33,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,31-60,5,35,4833.5,138.87,7.0,49.4,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,91-180,12,83,6798.0,82.37,6.92,135.17,LOW
2024,2024-09,SHOULDER,2761,Camera  Standard,181+,6,42,6550.0,155.95,7.0,208.67,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,0-7,6,19,3035.13,147.65,3.17,1.67,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,8-14,3,20,1200.0,57.14,6.67,10.0,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,15-30,1,7,1120.0,160.0,7.0,29.0,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,31-60,5,23,3684.0,105.26,4.6,51.0,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,61-90,1,7,1534.0,219.14,7.0,76.0,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,91-180,5,35,4500.0,128.57,7.0,155.6,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,181+,1,10,1742.0,174.2,10.0,186.0,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,0-7,6,22,3406.7,160.64,3.67,2.33,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,8-14,2,14,1950.0,139.29,7.0,9.5,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,15-30,3,21,5170.0,246.19,7.0,20.0,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,31-60,2,8,1090.0,77.86,4.0,43.0,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,61-90,1,3,890.0,296.67,3.0,77.0,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,91-180,2,14,3180.0,227.14,7.0,117.5,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,0-7,21,112,16899.43,142.36,5.33,3.1,LOW
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,8-14,3,21,5017.0,244.81,7.0,10.0,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,15-30,2,14,3849.0,274.93,7.0,23.0,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,31-60,3,14,3167.0,161.4,4.67,43.33,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,61-90,5,37,7483.5,221.97,7.4,74.6,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,91-180,9,58,5210.0,99.36,6.44,148.0,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,0-7,8,31,5090.0,153.53,3.88,2.62,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,8-14,6,34,6746.0,169.12,5.67,11.0,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,15-30,2,14,3380.0,241.43,7.0,19.0,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,31-60,5,29,6210.0,168.86,5.8,49.8,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,61-90,2,15,2365.0,153.16,7.5,76.5,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,91-180,7,51,10232.5,198.08,7.29,136.29,INSUFFICIENT
2024,2024-09,SHOULDER,3231,Suite Familiare,8-14,1,7,900.0,128.57,7.0,9.0,INSUFFICIENT
2024,2024-09,SHOULDER,3231,Suite Familiare,91-180,1,7,900.0,128.57,7.0,121.0,INSUFFICIENT
2024,2024-09,SHOULDER,5375,Villino 2Ten,91-180,1,7,990.0,141.43,7.0,172.0,INSUFFICIENT
2024,2024-09,SHOULDER,5376,Villino Double,8-14,1,2,340.0,170.0,2.0,10.0,INSUFFICIENT
2024,2024-09,SHOULDER,5376,Villino Double,31-60,1,5,1641.0,328.2,5.0,45.0,INSUFFICIENT
2024,2024-09,SHOULDER,5376,Villino Double,61-90,1,7,1290.0,184.29,7.0,83.0,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,15-30,8,17,1951.0,116.65,2.12,24.0,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,31-60,7,17,5614.0,280.02,2.43,39.0,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,91-180,1,2,480.0,240.0,2.0,143.0,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,0-7,2,2,348.14,174.07,1.0,7.0,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,15-30,4,11,1580.0,144.67,2.75,26.25,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,31-60,3,9,196.5,21.83,3.0,32.0,INSUFFICIENT
2025,2025-05,LOW,2763,Camera Deluxe,0-7,1,1,145.0,145.0,1.0,6.0,INSUFFICIENT
2025,2025-05,LOW,2763,Camera Deluxe,8-14,1,2,90.0,45.0,2.0,8.0,INSUFFICIENT
2025,2025-05,LOW,2763,Camera Deluxe,15-30,1,2,0.0,0.0,2.0,22.0,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,0-7,1,2,250.0,125.0,2.0,4.0,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,8-14,5,10,740.0,74.0,2.0,11.4,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,15-30,7,16,2621.71,172.09,2.29,20.0,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,31-60,1,7,1357.85,193.98,7.0,43.0,INSUFFICIENT
2025,2025-05,LOW,2765,Appartamento Area Piscina,8-14,1,3,0.0,0.0,3.0,8.0,INSUFFICIENT
2025,2025-05,LOW,2765,Appartamento Area Piscina,15-30,15,32,7860.05,250.81,2.13,22.6,LOW
2025,2025-05,LOW,2765,Appartamento Area Piscina,31-60,1,3,0.0,0.0,3.0,32.0,INSUFFICIENT
2025,2025-05,LOW,2767,Suite Familiare Vista Piscina,15-30,1,2,0.0,0.0,2.0,20.0,INSUFFICIENT
2025,2025-06,SHOULDER,2761,Camera  Standard,0-7,26,57,6740.71,108.95,2.19,2.69,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,8-14,11,38,5483.85,120.78,3.45,10.91,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,15-30,13,51,6536.46,133.13,3.92,22.92,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,31-60,17,57,8648.56,143.11,3.35,41.41,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,61-90,5,31,4231.45,137.25,6.2,72.4,INSUFFICIENT
2025,2025-06,SHOULDER,2761,Camera  Standard,91-180,10,66,10848.13,160.18,6.6,128.5,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,181+,1,7,1040.5,148.64,7.0,203.0,INSUFFICIENT
2025,2025-06,SHOULDER,2762,Camera Superior,0-7,10,26,3331.55,122.66,2.6,3.1,LOW
2025,2025-06,SHOULDER,2762,Camera Superior,8-14,5,19,3343.59,148.84,3.8,12.0,INSUFFICIENT
2025,2025-06,SHOULDER,2762,Camera Superior,15-30,7,24,3182.53,121.58,3.43,21.86,INSUFFICIENT
2025,2025-06,SHOULDER,2762,Camera Superior,31-60,12,63,8638.51,124.03,5.25,41.92,LOW
2025,2025-06,SHOULDER,2762,Camera Superior,61-90,4,35,5369.25,148.58,8.75,73.25,INSUFFICIENT
2025,2025-06,SHOULDER,2762,Camera Superior,91-180,4,28,4534.33,161.94,7.0,103.0,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,0-7,2,3,660.0,210.0,1.5,1.5,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,8-14,1,4,524.0,131.0,4.0,8.0,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,15-30,6,24,5138.6,224.49,4.0,25.83,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,31-60,5,20,3280.25,135.81,4.0,43.4,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,61-90,1,6,2142.0,357.0,6.0,74.0,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,91-180,4,27,5377.8,200.07,6.75,130.5,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,181+,6,42,8239.5,196.18,7.0,204.33,INSUFFICIENT
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,0-7,34,122,19929.84,167.08,3.59,3.79,MEDIUM
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,8-14,20,90,15723.28,167.14,4.5,10.75,LOW
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,15-30,18,59,12483.69,200.27,3.28,20.83,LOW
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,31-60,6,34,9252.66,257.05,5.67,44.0,INSUFFICIENT
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,61-90,2,28,6274.5,256.49,14.0,64.5,INSUFFICIENT
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,91-180,12,95,7298.0,80.72,7.92,105.42,LOW
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,181+,5,36,7764.0,204.77,7.2,201.8,INSUFFICIENT
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,0-7,12,41,5275.31,132.1,3.42,3.67,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,8-14,18,69,8705.06,122.18,3.83,10.89,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,15-30,12,57,12186.46,192.46,4.75,23.5,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,31-60,21,137,28341.44,203.07,6.52,42.38,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,61-90,7,38,6227.17,162.42,5.43,69.43,INSUFFICIENT
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,91-180,4,35,4994.88,156.71,8.75,97.5,INSUFFICIENT
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,181+,1,8,1600.0,200.0,8.0,205.0,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,0-7,2,3,409.9,142.45,1.5,4.5,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,61-90,1,7,1760.0,251.43,7.0,85.0,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,181+,1,10,2391.5,239.15,10.0,207.0,INSUFFICIENT
2025,2025-06,SHOULDER,3231,Suite Familiare,181+,1,10,2323.5,232.35,10.0,207.0,INSUFFICIENT
2025,2025-06,SHOULDER,5375,Villino 2Ten,0-7,1,7,0.0,0.0,7.0,1.0,INSUFFICIENT
2025,2025-06,SHOULDER,5375,Villino 2Ten,91-180,1,7,1190.0,170.0,7.0,163.0,INSUFFICIENT
2025,2025-06,SHOULDER,5376,Villino Double,91-180,1,7,2876.5,410.93,7.0,118.0,INSUFFICIENT
2025,2025-07,PEAK,2761,Camera  Standard,0-7,27,73,7708.2,97.3,2.7,3.78,LOW
2025,2025-07,PEAK,2761,Camera  Standard,8-14,15,50,8537.32,156.64,3.33,11.2,LOW
2025,2025-07,PEAK,2761,Camera  Standard,15-30,15,60,11751.01,150.37,4.0,20.33,LOW
2025,2025-07,PEAK,2761,Camera  Standard,31-60,20,112,20066.66,179.74,5.6,42.75,LOW
2025,2025-07,PEAK,2761,Camera  Standard,61-90,19,99,17583.27,178.81,5.21,73.21,LOW
