stay_year,stay_month_num,season,room_name,arrangement_name,bookings,room_nights,revenue,guests,avg_los,avg_lead_days,realized_total_adr,treatment_mix_pct,prev_total_adr,prev_room_nights,prev_bookings,total_adr_yoy_pct,volume_yoy_pct,price_resilient,recommended_price_change_pct,strategy,recommended_total_adr,incremental_revenue_eur,confidence,action_text,note
2024,8,PEAK,Appartamento Area Giardino,Formula Residence,8,69,0.0,31,8.625,144.75,0.0,6.504065040650406,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Giardino,Formula Residence,1,7,0.0,3,7.0,156.0,0.0,2.3255813953488373,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Giardino,Bed & Breakfast,10,67,5896.28,43,6.7,89.9,88.00417910447761,9.900990099009901,137.09677419354838,31.0,4.0,-35.808716417910446,116.12903225806451,False,0.0,HOLD,88.00417910447761,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Giardino,Bed & Breakfast,2,14,1326.0,9,7.0,76.0,94.71428571428571,1.6666666666666667,,,,,,False,0.0,HOLD,94.71428571428571,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Giardino,Bed & Breakfast,4,31,4250.0,15,7.75,114.5,137.09677419354838,3.5714285714285716,,,,,,False,0.0,HOLD,137.09677419354838,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Giardino,Mezza Pensione,48,325,55186.0,153,6.770833333333333,78.35416666666667,169.80307692307693,40.0,,,,,,False,0.0,HOLD,169.80307692307693,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Appartamento Area Giardino,Mezza Pensione,19,38,6546.78,64,2.0,3.6315789473684212,172.2836842105263,35.18518518518518,191.0292857142857,14.0,4.0,-9.81294644623044,171.42857142857142,False,0.0,HOLD,172.2836842105263,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Giardino,Mezza Pensione,4,14,2674.41,13,3.5,23.25,191.0292857142857,28.571428571428573,,,,,,False,0.0,HOLD,191.0292857142857,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Giardino,Mezza Pensione,47,221,42412.84,152,4.702127659574468,22.319148936170212,191.9133031674208,48.45360824742268,169.80307692307693,325.0,48.0,13.021098701503561,-32.0,False,0.0,HOLD,191.9133031674208,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Giardino,Mezza Pensione,17,157,17620.5,87,9.235294117647058,98.94117647058823,112.23248407643312,15.178571428571429,,,,,,False,0.0,HOLD,112.23248407643312,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Giardino,Mezza Pensione,20,155,45541.5,77,7.75,111.5,293.81612903225806,16.260162601626018,,,,,,False,0.0,HOLD,293.81612903225806,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Giardino,Mezza Pensione,39,281,68098.16,162,7.205128205128205,79.64102564102564,242.34220640569396,33.333333333333336,293.81612903225806,155.0,20.0,-17.519093589621416,81.29032258064517,False,0.0,HOLD,242.34220640569396,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Giardino,Mezza Pensione,23,151,19391.5,57,6.565217391304348,53.21739130434783,128.4205298013245,53.48837209302326,,,,,,False,0.0,HOLD,128.4205298013245,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Giardino,Mezza Pensione,32,103,22051.44,122,3.21875,11.1875,214.09165048543687,74.4186046511628,128.4205298013245,151.0,23.0,66.71139016218946,-31.788079470198674,False,0.0,HOLD,214.09165048543687,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Giardino,Mezza Pensione Pranzo,6,70,2511.5,23,11.666666666666666,87.66666666666667,35.878571428571426,5.357142857142857,,,,,,False,0.0,HOLD,35.878571428571426,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Giardino,Multipropriet,15,112,5283.0,48,7.466666666666667,215.93333333333334,47.169642857142854,20.54794520547945,,,,,,False,0.0,HOLD,47.169642857142854,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Appartamento Area Giardino,Multipropriet,60,461,37583.36,253,7.683333333333334,240.78333333333333,81.52572668112798,53.097345132743364,,,,,,False,0.0,HOLD,81.52572668112798,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Giardino,No Board,1,1,73.43,5,1.0,4.0,73.43,2.3255813953488373,,,,,,False,0.0,HOLD,73.43,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Giardino,Only Bed,8,59,1961.0,29,7.375,79.125,33.23728813559322,8.24742268041237,,,,,,False,0.0,HOLD,33.23728813559322,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Giardino,Bed & Breakfast,3,21,0.0,11,7.0,121.33333333333333,0.0,2.4390243902439024,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Giardino,Bed & Breakfast,3,7,517.15,10,2.3333333333333335,14.333333333333334,73.87857142857142,21.428571428571427,,,,,,False,0.0,HOLD,73.87857142857142,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Giardino,Only Bed,34,315,20812.98,150,9.264705882352942,120.47058823529412,66.07295238095237,33.663366336633665,,,,,,False,0.0,HOLD,66.07295238095237,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Giardino,Only Bed,46,393,38472.85,191,8.543478260869565,142.6304347826087,97.89529262086513,39.31623931623932,,,,,,False,0.0,HOLD,97.89529262086513,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Giardino,Pensione Completa,7,14,1778.0,22,2.0,15.428571428571429,127.0,50.0,,,,,,False,0.0,HOLD,127.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Giardino,Only Bed,1,5,500.0,3,5.0,0.0,100.0,2.3255813953488373,,,,,,False,0.0,HOLD,100.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Giardino,Pensione Completa,58,428,67131.9,220,7.379310344827586,82.05172413793103,156.8502336448598,48.333333333333336,,,,,,False,0.0,HOLD,156.8502336448598,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Giardino,Pensione Completa,22,109,26091.260000000002,90,4.954545454545454,49.18181818181818,239.36935779816517,22.68041237113402,156.8502336448598,428.0,58.0,52.61013785937043,-74.53271028037383,False,0.0,HOLD,239.36935779816517,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Giardino,Pensione Completa,13,84,19244.27,41,6.461538461538462,47.23076923076923,229.09845238095238,17.80821917808219,239.36935779816517,109.0,22.0,-4.29081880474992,-22.93577981651376,False,0.0,HOLD,229.09845238095238,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Appartamento Area Giardino,Pensione Completa,35,103,17598.3,143,2.942857142857143,22.857142857142858,170.85728155339805,64.81481481481481,127.0,14.0,7.0,34.53329256173075,635.7142857142857,False,0.0,HOLD,170.85728155339805,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Giardino,Pensione Completa,15,103,25793.0,56,6.866666666666666,95.0,250.41747572815535,14.851485148514852,218.9785202863962,419.0,58.0,14.357095572954364,-75.41766109785203,False,0.0,HOLD,250.41747572815535,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Appartamento Area Giardino,Pensione Completa,11,65,20662.05,41,5.909090909090909,76.0909090909091,317.8776923076923,9.734513274336283,250.41747572815535,103.0,15.0,26.939100948677186,-36.89320388349515,False,0.0,HOLD,317.8776923076923,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Giardino,Pensione Completa,60,447,70789.0,254,7.45,104.21666666666667,158.36465324384787,48.78048780487805,,,,,,False,0.0,HOLD,158.36465324384787,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Giardino,Pensione Completa,12,93,25351.35,47,7.75,75.66666666666667,272.59516129032255,10.256410256410257,158.36465324384787,447.0,60.0,72.13131573658927,-79.19463087248322,False,0.0,HOLD,272.59516129032255,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Giardino,Pensione Completa,18,97,22161.0,75,5.388888888888889,32.888888888888886,228.46391752577318,41.86046511627907,,,,,,False,0.0,HOLD,228.46391752577318,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Giardino,Pensione Completa,4,22,5090.0,14,5.5,2.5,231.36363636363637,9.30232558139535,228.46391752577318,97.0,18.0,1.2692239848054216,-77.31958762886597,False,0.0,HOLD,231.36363636363637,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Giardino,Solo Pernottamento,5,41,0.0,11,8.2,56.8,0.0,4.166666666666667,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Giardino,Pensione Completa,58,419,91752.0,245,7.224137931034483,95.77586206896552,218.9785202863962,51.785714285714285,,,,,,False,0.0,HOLD,218.9785202863962,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Giardino,Solo Pernottamento,7,49,700.0,29,7.0,96.71428571428571,14.285714285714286,6.25,,,,,,False,0.0,HOLD,14.285714285714286,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Giardino,Solo Pernottamento,32,273,240.0,139,8.53125,122.5,0.8791208791208791,26.016260162601625,,,,,,False,0.0,HOLD,0.8791208791208791,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Piscina,Bed & Breakfast,22,69,7674.71,59,3.1363636363636362,18.09090909090909,111.22768115942029,29.333333333333332,,,,,,False,0.0,HOLD,111.22768115942029,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Piscina,Bed & Breakfast,1,3,0.0,2,3.0,32.0,0.0,5.882352941176471,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Piscina,Bed & Breakfast,2,14,2190.0,8,7.0,72.5,156.42857142857142,3.278688524590164,,,,,,False,0.0,HOLD,156.42857142857142,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Piscina,Bed & Breakfast,8,51,9083.31,24,6.375,58.125,178.1041176470588,10.81081081081081,156.42857142857142,14.0,2.0,13.856513564329845,264.2857142857143,False,0.0,HOLD,178.1041176470588,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Piscina,Bed & Breakfast,7,35,4286.67,15,5.0,14.571428571428571,122.47628571428572,23.333333333333332,,,,,,False,0.0,HOLD,122.47628571428572,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Piscina,Bed & Breakfast,12,96,20273.03,43,8.0,34.666666666666664,211.17739583333332,16.901408450704224,,,,,,False,0.0,HOLD,211.17739583333332,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Piscina,Formula Residence,1,7,0.0,6,7.0,82.0,0.0,1.2345679012345678,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Piscina,Formula Residence,2,14,0.0,8,7.0,98.5,0.0,3.7037037037037037,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Piscina,Mezza Pensione,2,5,913.7,8,2.5,20.5,182.74,11.764705882352942,,,,,,False,0.0,HOLD,182.74,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Piscina,Formula Residence,1,14,0.0,4,14.0,137.0,0.0,1.639344262295082,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Appartamento Area Piscina,Mezza Pensione,13,43,7349.84,39,3.3076923076923075,32.69230769230769,170.926511627907,38.23529411764706,182.74,5.0,2.0,-6.4646428653239685,760.0,False,0.0,HOLD,170.926511627907,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Piscina,Mezza Pensione,38,200,35754.5,117,5.2631578947368425,70.0,178.7725,46.91358024691358,,,,,,False,0.0,HOLD,178.7725,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Giardino,Only Bed,2,3,0.0,5,1.5,3.0,0.0,2.73972602739726,33.23728813559322,59.0,8.0,-100.0,-94.91525423728814,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Giardino,Bed & Breakfast,20,75,8260.87,72,3.75,31.1,110.14493333333334,20.61855670103093,94.71428571428571,14.0,2.0,16.291784816490715,435.7142857142857,False,0.0,HOLD,110.14493333333334,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Piscina,Mezza Pensione,19,150,46669.5,76,7.894736842105263,65.52631578947368,311.13,35.18518518518518,,,,,,False,0.0,HOLD,311.13,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Piscina,Mezza Pensione,39,227,43523.32,125,5.82051282051282,30.384615384615383,191.7326872246696,66.10169491525424,188.38129533678756,193.0,32.0,1.7790470555425557,17.616580310880828,False,0.0,HOLD,191.7326872246696,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Piscina,Mezza Pensione,22,164,63874.0,85,7.454545454545454,59.68181818181818,389.4756097560976,36.0655737704918,,,,,,False,0.0,HOLD,389.4756097560976,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Piscina,Mezza Pensione,35,233,59934.97,123,6.6571428571428575,35.91428571428571,257.23163090128753,49.29577464788732,311.13,150.0,19.0,-17.323424002414573,55.333333333333336,False,0.0,HOLD,257.23163090128753,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Piscina,Mezza Pensione,11,79,14494.0,31,7.181818181818182,47.09090909090909,183.46835443037975,36.666666666666664,,,,,,False,0.0,HOLD,183.46835443037975,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Piscina,Mezza Pensione,19,98,17252.65,51,5.157894736842105,14.789473684210526,176.04744897959185,63.333333333333336,183.46835443037975,79.0,11.0,-4.044787709481469,24.050632911392405,False,0.0,HOLD,176.04744897959185,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Piscina,Multipropriet,3,21,70.0,13,7.0,215.0,3.3333333333333335,5.084745762711864,,,,,,False,0.0,HOLD,3.3333333333333335,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Piscina,Mezza Pensione,38,286,79045.87,128,7.526315789473684,59.76315789473684,276.3841608391608,51.351351351351354,389.4756097560976,164.0,22.0,-29.036850083567067,74.39024390243902,False,0.0,HOLD,276.3841608391608,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Appartamento Area Piscina,Only Bed,1,3,5991.0,6,3.0,0.0,1997.0,2.9411764705882355,,,,,,False,0.0,HOLD,1997.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Appartamento Area Piscina,Only Bed,6,32,4154.79,20,5.333333333333333,68.5,129.8371875,8.0,,,,,,False,0.0,HOLD,129.8371875,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Piscina,Only Bed,2,37,0.0,8,18.5,94.0,0.0,2.816901408450704,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Appartamento Area Piscina,Only Bed,2,2,0.0,8,1.0,1.5,0.0,2.7777777777777777,0.0,37.0,2.0,,-94.5945945945946,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Piscina,Only Bed,8,93,10818.5,30,11.625,118.5,116.32795698924731,10.81081081081081,,,,,,False,0.0,HOLD,116.32795698924731,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Appartamento Area Piscina,Pensione Completa,14,30,6946.35,49,2.142857142857143,21.857142857142858,231.54500000000002,82.3529411764706,,,,,,False,0.0,HOLD,231.54500000000002,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Appartamento Area Piscina,Pensione Completa,20,53,4367.54,75,2.65,29.6,82.40641509433962,58.8235294117647,231.54500000000002,30.0,14.0,-64.41019452186849,76.66666666666667,False,0.0,HOLD,82.40641509433962,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Appartamento Area Piscina,Multipropriet,6,49,3342.0,24,8.166666666666666,239.5,68.20408163265306,8.333333333333334,,,,,,False,0.0,HOLD,68.20408163265306,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
