stay_date,stay_year,stay_month_num,room_id,room_name,capacity,final_occupied_rooms,final_revenue,rooms_on_books,revenue_on_books,horizon_days,remaining_pickup_rooms,otb_saturation_pct,final_occupancy_pct
2024-06-13,2024,6,5375,Villino 2Ten,1,2,353.71000000000004,0.0,0.0,180,2.0,0.0,200.0
2024-06-14,2024,6,2761,Camera  Standard,14,21,2062.09,0.0,0.0,180,21.0,0.0,150.0
2024-06-14,2024,6,2762,Camera Superior,8,4,411.42,0.0,0.0,180,4.0,0.0,50.0
2024-06-14,2024,6,2763,Camera Deluxe,5,4,687.21,0.0,0.0,180,4.0,0.0,80.0
2024-06-14,2024,6,2764,Appartamento Area Giardino,28,28,3272.34,0.0,0.0,180,28.0,0.0,100.0
2024-06-14,2024,6,2765,Appartamento Area Piscina,18,13,1889.49,0.0,0.0,180,13.0,0.0,72.22222222222223
2024-06-14,2024,6,5375,Villino 2Ten,1,2,353.71000000000004,0.0,0.0,180,2.0,0.0,200.0
2024-06-15,2024,6,2761,Camera  Standard,14,15,1364.3999999999999,0.0,0.0,180,15.0,0.0,107.14285714285714
2024-06-15,2024,6,2762,Camera Superior,8,5,751.78,0.0,0.0,180,5.0,0.0,62.5
2024-06-15,2024,6,2763,Camera Deluxe,5,6,1159.5900000000001,0.0,0.0,180,6.0,0.0,120.0
2024-06-15,2024,6,2764,Appartamento Area Giardino,28,28,3124.92,0.0,0.0,180,28.0,0.0,100.0
2024-06-15,2024,6,2765,Appartamento Area Piscina,18,17,2524.68,0.0,0.0,180,17.0,0.0,94.44444444444444
2024-06-15,2024,6,5375,Villino 2Ten,1,1,198.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-16,2024,6,2761,Camera  Standard,14,13,958.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-16,2024,6,2762,Camera Superior,8,9,1388.5,1.0,199.23,180,8.0,12.5,112.5
2024-06-16,2024,6,2763,Camera Deluxe,5,5,911.45,0.0,0.0,180,5.0,0.0,100.0
2024-06-16,2024,6,2764,Appartamento Area Giardino,28,22,2352.34,1.0,141.14,180,21.0,3.5714285714285716,78.57142857142857
2024-06-16,2024,6,2765,Appartamento Area Piscina,18,21,2609.35,0.0,0.0,180,21.0,0.0,116.66666666666667
2024-06-16,2024,6,5376,Villino Double,1,1,228.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-17,2024,6,2761,Camera  Standard,14,13,1112.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-17,2024,6,2762,Camera Superior,8,9,1388.5,1.0,199.23,180,8.0,12.5,112.5
2024-06-17,2024,6,2763,Camera Deluxe,5,5,911.45,0.0,0.0,180,5.0,0.0,100.0
2024-06-17,2024,6,2764,Appartamento Area Giardino,28,23,2741.34,1.0,227.14,180,22.0,3.5714285714285716,82.14285714285714
2024-06-17,2024,6,2765,Appartamento Area Piscina,18,22,2918.85,0.0,0.0,180,22.0,0.0,122.22222222222223
2024-06-17,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-17,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-17,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-18,2024,6,2761,Camera  Standard,14,13,1112.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-18,2024,6,2762,Camera Superior,8,9,1388.5,1.0,199.23,180,8.0,12.5,112.5
2024-06-18,2024,6,2763,Camera Deluxe,5,6,1161.45,0.0,0.0,180,6.0,0.0,120.0
2024-06-18,2024,6,2764,Appartamento Area Giardino,28,23,2843.34,1.0,227.14,180,22.0,3.5714285714285716,82.14285714285714
2024-06-18,2024,6,2765,Appartamento Area Piscina,18,22,3017.85,0.0,0.0,180,22.0,0.0,122.22222222222223
2024-06-18,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-18,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-18,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-19,2024,6,2761,Camera  Standard,14,13,1112.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-19,2024,6,2762,Camera Superior,8,9,1388.5,1.0,199.23,180,8.0,12.5,112.5
2024-06-19,2024,6,2763,Camera Deluxe,5,6,1161.45,0.0,0.0,180,6.0,0.0,120.0
2024-06-19,2024,6,2764,Appartamento Area Giardino,28,24,2950.47,2.0,334.27,180,22.0,7.142857142857143,85.71428571428571
2024-06-19,2024,6,2765,Appartamento Area Piscina,18,22,3017.85,0.0,0.0,180,22.0,0.0,122.22222222222223
2024-06-19,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-19,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-19,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-20,2024,6,2761,Camera  Standard,14,13,1112.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-20,2024,6,2762,Camera Superior,8,9,1378.1399999999999,1.0,199.23,180,8.0,12.5,112.5
2024-06-20,2024,6,2763,Camera Deluxe,5,6,1161.45,0.0,0.0,180,6.0,0.0,120.0
2024-06-20,2024,6,2764,Appartamento Area Giardino,28,24,3096.97,2.0,480.77,180,22.0,7.142857142857143,85.71428571428571
2024-06-20,2024,6,2765,Appartamento Area Piscina,18,22,3017.85,0.0,0.0,180,22.0,0.0,122.22222222222223
2024-06-20,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-20,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-20,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-21,2024,6,2761,Camera  Standard,14,13,1112.13,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-21,2024,6,2762,Camera Superior,8,9,1378.1399999999999,1.0,199.23,180,8.0,12.5,112.5
2024-06-21,2024,6,2763,Camera Deluxe,5,6,1161.45,0.0,0.0,180,6.0,0.0,120.0
2024-06-21,2024,6,2764,Appartamento Area Giardino,28,23,2818.97,2.0,480.77,180,21.0,7.142857142857143,82.14285714285714
2024-06-21,2024,6,2765,Appartamento Area Piscina,18,22,3251.1,1.0,343.25,180,21.0,5.555555555555555,122.22222222222223
2024-06-21,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-21,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-21,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-22,2024,6,2761,Camera  Standard,14,13,1622.62,0.0,0.0,180,13.0,0.0,92.85714285714286
2024-06-22,2024,6,2762,Camera Superior,8,8,1179.57,1.0,199.23,180,7.0,12.5,100.0
2024-06-22,2024,6,2763,Camera Deluxe,5,5,873.77,1.0,255.71,180,4.0,20.0,100.0
2024-06-22,2024,6,2764,Appartamento Area Giardino,28,26,3137.64,2.0,480.77,180,24.0,7.142857142857143,92.85714285714286
2024-06-22,2024,6,2765,Appartamento Area Piscina,18,13,2279.64,1.0,198.75,180,12.0,5.555555555555555,72.22222222222223
2024-06-22,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-22,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-22,2024,6,5376,Villino Double,1,1,255.71,0.0,0.0,180,1.0,0.0,100.0
2024-06-23,2024,6,2761,Camera  Standard,14,13,1772.27,1.0,155.71,180,12.0,7.142857142857143,92.85714285714286
2024-06-23,2024,6,2762,Camera Superior,8,5,657.8199999999999,1.0,199.23,180,4.0,12.5,62.5
2024-06-23,2024,6,2763,Camera Deluxe,5,6,977.76,1.0,255.71,180,5.0,20.0,120.0
2024-06-23,2024,6,2764,Appartamento Area Giardino,28,30,4063.11,1.0,253.63,180,29.0,3.5714285714285716,107.14285714285714
2024-06-23,2024,6,2765,Appartamento Area Piscina,18,15,2900.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-23,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-23,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-23,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-23,2024,6,5376,Villino Double,1,1,77.78,0.0,0.0,180,1.0,0.0,100.0
2024-06-24,2024,6,2761,Camera  Standard,14,13,1844.27,1.0,155.71,180,12.0,7.142857142857143,92.85714285714286
2024-06-24,2024,6,2762,Camera Superior,8,5,750.8199999999999,1.0,199.23,180,4.0,12.5,62.5
2024-06-24,2024,6,2763,Camera Deluxe,5,6,1164.26,1.0,255.71,180,5.0,20.0,120.0
2024-06-24,2024,6,2764,Appartamento Area Giardino,28,30,4319.61,1.0,253.63,180,29.0,3.5714285714285716,107.14285714285714
2024-06-24,2024,6,2765,Appartamento Area Piscina,18,15,3014.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-24,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-24,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-24,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-24,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-25,2024,6,2761,Camera  Standard,14,13,1844.27,1.0,155.71,180,12.0,7.142857142857143,92.85714285714286
2024-06-25,2024,6,2762,Camera Superior,8,5,750.8199999999999,1.0,199.23,180,4.0,12.5,62.5
2024-06-25,2024,6,2763,Camera Deluxe,5,6,1164.26,1.0,255.71,180,5.0,20.0,120.0
2024-06-25,2024,6,2764,Appartamento Area Giardino,28,31,4799.61,1.0,253.63,180,30.0,3.5714285714285716,110.71428571428571
2024-06-25,2024,6,2765,Appartamento Area Piscina,18,15,3014.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-25,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-25,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-25,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-25,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-26,2024,6,2761,Camera  Standard,14,13,1844.27,1.0,155.71,180,12.0,7.142857142857143,92.85714285714286
2024-06-26,2024,6,2762,Camera Superior,8,5,750.8199999999999,1.0,199.23,180,4.0,12.5,62.5
2024-06-26,2024,6,2763,Camera Deluxe,5,6,1164.26,1.0,255.71,180,5.0,20.0,120.0
2024-06-26,2024,6,2764,Appartamento Area Giardino,28,31,4619.61,1.0,253.63,180,30.0,3.5714285714285716,110.71428571428571
2024-06-26,2024,6,2765,Appartamento Area Piscina,18,15,3014.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-26,2024,6,2767,Suite Familiare Vista Piscina,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-26,2024,6,3231,Suite Familiare,1,1,234.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-26,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-26,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-27,2024,6,2761,Camera  Standard,14,14,1962.77,1.0,155.71,180,13.0,7.142857142857143,100.0
2024-06-27,2024,6,2762,Camera Superior,8,5,823.68,1.0,199.23,180,4.0,12.5,62.5
2024-06-27,2024,6,2763,Camera Deluxe,5,6,1164.26,1.0,255.71,180,5.0,20.0,120.0
2024-06-27,2024,6,2764,Appartamento Area Giardino,28,31,4619.61,1.0,253.63,180,30.0,3.5714285714285716,110.71428571428571
2024-06-27,2024,6,2765,Appartamento Area Piscina,18,15,3014.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-27,2024,6,3231,Suite Familiare,1,1,275.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-27,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-27,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-28,2024,6,2761,Camera  Standard,14,14,2034.27,1.0,155.71,180,13.0,7.142857142857143,100.0
2024-06-28,2024,6,2762,Camera Superior,8,5,823.68,1.0,199.23,180,4.0,12.5,62.5
2024-06-28,2024,6,2763,Camera Deluxe,5,6,1164.26,1.0,255.71,180,5.0,20.0,120.0
2024-06-28,2024,6,2764,Appartamento Area Giardino,28,31,4619.61,1.0,253.63,180,30.0,3.5714285714285716,110.71428571428571
2024-06-28,2024,6,2765,Appartamento Area Piscina,18,15,3014.89,1.0,198.75,180,14.0,5.555555555555555,83.33333333333333
2024-06-28,2024,6,3231,Suite Familiare,1,1,275.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-28,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-28,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-29,2024,6,2761,Camera  Standard,14,12,1451.42,1.0,155.71,180,11.0,7.142857142857143,85.71428571428571
2024-06-29,2024,6,2762,Camera Superior,8,6,688.06,0.0,0.0,180,6.0,0.0,75.0
2024-06-29,2024,6,2763,Camera Deluxe,5,8,1732.71,0.0,0.0,180,8.0,0.0,160.0
2024-06-29,2024,6,2764,Appartamento Area Giardino,28,34,5586.349999999999,2.0,444.04999999999995,180,32.0,7.142857142857143,121.42857142857143
2024-06-29,2024,6,2765,Appartamento Area Piscina,18,13,2798.07,0.0,0.0,180,13.0,0.0,72.22222222222223
2024-06-29,2024,6,2767,Suite Familiare Vista Piscina,1,1,283.25,0.0,0.0,180,1.0,0.0,100.0
2024-06-29,2024,6,3231,Suite Familiare,1,1,349.29,0.0,0.0,180,1.0,0.0,100.0
2024-06-29,2024,6,5375,Villino 2Ten,1,1,0.0,0.0,0.0,180,1.0,0.0,100.0
2024-06-29,2024,6,5376,Villino Double,1,1,284.28,0.0,0.0,180,1.0,0.0,100.0
2024-06-30,2024,6,2761,Camera  Standard,14,10,1361.6399999999999,0.0,0.0,180,10.0,0.0,71.42857142857143
2024-06-30,2024,6,2762,Camera Superior,8,6,1064.98,0.0,0.0,180,6.0,0.0,75.0
2024-06-30,2024,6,2763,Camera Deluxe,5,6,1661.2199999999998,0.0,0.0,180,6.0,0.0,120.0
2024-06-30,2024,6,2764,Appartamento Area Giardino,28,36,6947.3,3.0,754.27,180,33.0,10.714285714285714,128.57142857142858
2024-06-30,2024,6,2765,Appartamento Area Piscina,18,9,2479.07,0.0,0.0,180,9.0,0.0,50.0
2024-06-30,2024,6,2767,Suite Familiare Vista Piscina,1,1,298.75,0.0,0.0,180,1.0,0.0,100.0
2024-06-30,2024,6,3231,Suite Familiare,1,1,349.29,0.0,0.0,180,1.0,0.0,100.0
2024-06-30,2024,6,5376,Villino Double,1,1,305.71,0.0,0.0,180,1.0,0.0,100.0
2024-07-01,2024,7,2761,Camera  Standard,14,10,1443.1399999999999,0.0,0.0,180,10.0,0.0,71.42857142857143
2024-07-01,2024,7,2762,Camera Superior,8,7,1702.81,0.0,0.0,180,7.0,0.0,87.5
2024-07-01,2024,7,2763,Camera Deluxe,5,6,1661.2199999999998,0.0,0.0,180,6.0,0.0,120.0
2024-07-01,2024,7,2764,Appartamento Area Giardino,28,38,7542.8,3.0,754.27,180,35.0,10.714285714285714,135.71428571428572
2024-07-01,2024,7,2765,Appartamento Area Piscina,18,8,2177.12,0.0,0.0,180,8.0,0.0,44.44444444444444
2024-07-01,2024,7,2767,Suite Familiare Vista Piscina,1,1,298.75,0.0,0.0,180,1.0,0.0,100.0
2024-07-01,2024,7,3231,Suite Familiare,1,1,349.29,0.0,0.0,180,1.0,0.0,100.0
2024-07-01,2024,7,5376,Villino Double,1,1,355.71,0.0,0.0,180,1.0,0.0,100.0
2024-07-02,2024,7,2761,Camera  Standard,14,11,1943.1399999999999,0.0,0.0,180,11.0,0.0,78.57142857142857
2024-07-02,2024,7,2762,Camera Superior,8,9,3073.86,0.0,0.0,180,9.0,0.0,112.5
2024-07-02,2024,7,2763,Camera Deluxe,5,6,1661.2199999999998,0.0,0.0,180,6.0,0.0,120.0
2024-07-02,2024,7,2764,Appartamento Area Giardino,28,38,6942.8,3.0,754.27,180,35.0,10.714285714285714,135.71428571428572
2024-07-02,2024,7,2765,Appartamento Area Piscina,18,8,2177.12,0.0,0.0,180,8.0,0.0,44.44444444444444
2024-07-02,2024,7,2767,Suite Familiare Vista Piscina,1,1,298.75,0.0,0.0,180,1.0,0.0,100.0
2024-07-02,2024,7,3231,Suite Familiare,1,1,349.29,0.0,0.0,180,1.0,0.0,100.0
2024-07-02,2024,7,5376,Villino Double,1,1,355.71,0.0,0.0,180,1.0,0.0,100.0
2024-07-03,2024,7,2761,Camera  Standard,14,11,1943.1399999999999,0.0,0.0,180,11.0,0.0,78.57142857142857
2024-07-03,2024,7,2762,Camera Superior,8,9,3073.86,0.0,0.0,180,9.0,0.0,112.5
2024-07-03,2024,7,2763,Camera Deluxe,5,6,1661.2199999999998,0.0,0.0,180,6.0,0.0,120.0
2024-07-03,2024,7,2764,Appartamento Area Giardino,28,38,6942.8,3.0,754.27,180,35.0,10.714285714285714,135.71428571428572
2024-07-03,2024,7,2765,Appartamento Area Piscina,18,8,2177.12,0.0,0.0,180,8.0,0.0,44.44444444444444
2024-07-03,2024,7,2767,Suite Familiare Vista Piscina,1,1,298.75,0.0,0.0,180,1.0,0.0,100.0
2024-07-03,2024,7,3231,Suite Familiare,1,1,349.29,0.0,0.0,180,1.0,0.0,100.0
2024-07-03,2024,7,5376,Villino Double,1,1,355.71,0.0,0.0,180,1.0,0.0,100.0
2024-07-04,2024,7,2761,Camera  Standard,14,11,1943.1399999999999,0.0,0.0,180,11.0,0.0,78.57142857142857
2024-07-04,2024,7,2762,Camera Superior,8,8,2410.5299999999997,0.0,0.0,180,8.0,0.0,100.0
2024-07-04,2024,7,2763,Camera Deluxe,5,6,1661.2199999999998,0.0,0.0,180,6.0,0.0,120.0
