stay_year,stay_month,season_band,room_id,room_name,arrangement_code,arrangement_name,confirmed_bookings,revenue,avg_adr,avg_los,avg_booking_window,comparability_group,reliability
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,FB,Pensione Completa,58,67131.9,138.62,7.38,82.05,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,HB,Mezza Pensione,48,55186.0,174.42,6.77,78.35,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,RS,Formula Residence,7,2592.0,30.38,10.0,76.29,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-06,SHOULDER,2764,Appartamento Area Giardino,SP,Solo Pernottamento,5,0.0,0.0,8.2,56.8,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,FB,Pensione Completa,42,45022.5,162.4,6.36,57.05,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,HB,Mezza Pensione,38,35754.5,157.48,5.26,70.0,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-06,SHOULDER,2765,Appartamento Area Piscina,RS,Formula Residence,1,0.0,0.0,7.0,82.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-06,SHOULDER,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,1,0.0,0.0,2.0,11.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,2,4714.5,265.4,9.0,122.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,3231,Suite Familiare,FB,Pensione Completa,2,550.0,137.5,2.0,12.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,3231,Suite Familiare,HB,Mezza Pensione,2,7230.0,291.64,12.0,97.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,5375,Villino 2Ten,FB,Pensione Completa,4,2280.0,113.43,5.25,51.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,5376,Villino Double,FB,Pensione Completa,2,4223.5,301.68,7.0,96.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-06,SHOULDER,5376,Villino Double,HB,Mezza Pensione,1,1763.0,251.86,7.0,63.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2761,Camera  Standard,FB,Pensione Completa,46,35347.0,107.27,6.43,69.07,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-07,PEAK,2761,Camera  Standard,HB,Mezza Pensione,7,10248.5,301.81,5.0,64.43,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2762,Camera Superior,FB,Pensione Completa,26,41474.5,248.36,6.19,58.42,COMPARABLE_COMMERCIAL,LOW
2024,2024-07,PEAK,2762,Camera Superior,HB,Mezza Pensione,15,25730.55,304.86,5.6,29.13,COMPARABLE_COMMERCIAL,LOW
2024,2024-07,PEAK,2763,Camera Deluxe,FB,Pensione Completa,19,40020.5,309.93,6.68,65.0,COMPARABLE_COMMERCIAL,LOW
2024,2024-07,PEAK,2763,Camera Deluxe,HB,Mezza Pensione,7,17660.0,339.04,7.43,92.14,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,BB,Bed & Breakfast,4,4250.0,151.78,7.75,114.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,FB,Pensione Completa,58,91752.0,208.08,7.22,95.78,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-07,PEAK,2764,Appartamento Area Giardino,HB,Mezza Pensione,17,17620.5,106.51,9.24,98.94,COMPARABLE_COMMERCIAL,LOW
2024,2024-07,PEAK,2764,Appartamento Area Giardino,HBL,Mezza Pensione Pranzo,6,2511.5,59.8,11.67,87.67,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2764,Appartamento Area Giardino,RS,Formula Residence,20,0.0,0.0,9.1,105.15,SPECIAL_OR_NON_COMPARABLE,LOW
2024,2024-07,PEAK,2764,Appartamento Area Giardino,SP,Solo Pernottamento,7,700.0,14.29,7.0,96.71,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-07,PEAK,2765,Appartamento Area Piscina,FB,Pensione Completa,33,69742.0,283.06,7.09,58.36,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-07,PEAK,2765,Appartamento Area Piscina,HB,Mezza Pensione,19,46669.5,301.3,7.89,65.53,COMPARABLE_COMMERCIAL,LOW
2024,2024-07,PEAK,2765,Appartamento Area Piscina,RS,Formula Residence,2,0.0,0.0,7.0,98.5,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,2,4930.0,352.14,7.0,59.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,2,4967.0,382.05,6.5,41.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,3231,Suite Familiare,FB,Pensione Completa,1,3005.0,429.29,7.0,21.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,3231,Suite Familiare,HB,Mezza Pensione,1,1940.0,388.0,5.0,5.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,5375,Villino 2Ten,FB,Pensione Completa,1,0.0,0.0,7.0,0.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,5375,Villino 2Ten,HB,Mezza Pensione,1,1473.0,245.5,6.0,198.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-07,PEAK,5376,Villino Double,FB,Pensione Completa,2,8630.5,402.54,10.5,57.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2761,Camera  Standard,FB,Pensione Completa,35,28446.0,91.38,7.09,76.91,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-08,PEAK,2761,Camera  Standard,HB,Mezza Pensione,12,26294.5,329.45,6.17,21.42,COMPARABLE_COMMERCIAL,LOW
2024,2024-08,PEAK,2762,Camera Superior,FB,Pensione Completa,31,53860.5,238.51,6.23,18.84,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-08,PEAK,2762,Camera Superior,HB,Mezza Pensione,8,15549.0,293.08,6.75,43.12,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,FB,Pensione Completa,20,50911.5,351.77,6.9,36.3,COMPARABLE_COMMERCIAL,LOW
2024,2024-08,PEAK,2763,Camera Deluxe,HB,Mezza Pensione,7,17519.5,357.54,7.0,32.71,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2763,Camera Deluxe,SP,Solo Pernottamento,1,-36.0,-5.14,7.0,7.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,BB,Bed & Breakfast,3,0.0,0.0,7.0,121.33,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,FB,Pensione Completa,60,70789.0,147.15,7.45,104.22,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-08,PEAK,2764,Appartamento Area Giardino,HB,Mezza Pensione,20,45541.5,280.15,7.75,111.5,COMPARABLE_COMMERCIAL,LOW
2024,2024-08,PEAK,2764,Appartamento Area Giardino,RS,Formula Residence,8,0.0,0.0,8.62,144.75,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-08,PEAK,2764,Appartamento Area Giardino,SP,Solo Pernottamento,32,240.0,1.07,8.53,122.5,SPECIAL_OR_NON_COMPARABLE,MEDIUM
2024,2024-08,PEAK,2765,Appartamento Area Piscina,BB,Bed & Breakfast,2,2190.0,156.43,7.0,72.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,FB,Pensione Completa,34,86844.5,342.67,7.29,55.47,COMPARABLE_COMMERCIAL,MEDIUM
2024,2024-08,PEAK,2765,Appartamento Area Piscina,HB,Mezza Pensione,22,63874.0,394.53,7.45,59.68,COMPARABLE_COMMERCIAL,LOW
2024,2024-08,PEAK,2765,Appartamento Area Piscina,RS,Formula Residence,1,0.0,0.0,14.0,137.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-08,PEAK,2765,Appartamento Area Piscina,SP,Solo Pernottamento,2,0.0,0.0,10.5,119.5,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-08,PEAK,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,2,7780.0,395.36,10.5,9.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,2,6980.0,498.57,7.0,11.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,3231,Suite Familiare,HB,Mezza Pensione,1,2490.0,498.0,5.0,12.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,FB,Pensione Completa,5,5860.5,167.44,6.2,43.2,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,5375,Villino 2Ten,HB,Mezza Pensione,1,2390.0,341.43,7.0,145.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,5376,Villino Double,FB,Pensione Completa,2,5457.0,386.5,7.5,14.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-08,PEAK,5376,Villino Double,HB,Mezza Pensione,1,6590.0,470.71,14.0,238.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2761,Camera  Standard,FB,Pensione Completa,13,10050.0,127.36,6.54,92.38,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2761,Camera  Standard,HB,Mezza Pensione,19,14306.5,118.06,5.95,103.74,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2761,Camera  Standard,HBL,Mezza Pensione Pranzo,1,1390.0,198.57,7.0,25.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,FB,Pensione Completa,13,11318.0,118.63,6.23,72.69,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2762,Camera Superior,HB,Mezza Pensione,8,5399.65,148.61,4.75,51.88,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2762,Camera Superior,NB,No Board,1,97.48,48.74,2.0,4.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,FB,Pensione Completa,6,6209.5,192.88,4.83,44.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,HB,Mezza Pensione,9,7787.2,165.44,5.11,22.11,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2763,Camera Deluxe,HBL,Mezza Pensione Pranzo,1,1690.0,241.43,7.0,25.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,FB,Pensione Completa,18,22161.0,200.62,5.39,32.89,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,HB,Mezza Pensione,23,19391.5,133.81,6.57,53.22,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,NB,No Board,1,73.43,73.43,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-09,SHOULDER,2764,Appartamento Area Giardino,RS,Formula Residence,1,0.0,0.0,7.0,156.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,FB,Pensione Completa,19,19529.5,171.77,5.0,50.68,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,2765,Appartamento Area Piscina,HB,Mezza Pensione,11,14494.0,181.75,7.18,47.09,COMPARABLE_COMMERCIAL,LOW
2024,2024-09,SHOULDER,3231,Suite Familiare,HB,Mezza Pensione,2,1800.0,128.57,7.0,65.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,5375,Villino 2Ten,HB,Mezza Pensione,1,990.0,141.43,7.0,172.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,5376,Villino Double,FB,Pensione Completa,2,1630.0,177.14,4.5,46.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2024,2024-09,SHOULDER,5376,Villino Double,HB,Mezza Pensione,1,1641.0,328.2,5.0,45.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,BB,Bed & Breakfast,6,5514.0,311.31,2.83,34.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,FB,Pensione Completa,6,1992.0,166.0,2.0,42.67,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2761,Camera  Standard,HB,Mezza Pensione,4,539.0,67.38,1.75,36.25,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,BB,Bed & Breakfast,4,518.5,43.21,3.0,30.75,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,FB,Pensione Completa,3,1258.0,157.11,2.67,26.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2762,Camera Superior,HB,Mezza Pensione,2,348.14,174.07,1.0,7.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2763,Camera Deluxe,BB,Bed & Breakfast,1,90.0,45.0,2.0,8.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2763,Camera Deluxe,HB,Mezza Pensione,2,145.0,72.5,1.5,14.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,BB,Bed & Breakfast,3,517.15,84.53,2.33,14.33,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,FB,Pensione Completa,7,1778.0,127.0,2.0,15.43,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2764,Appartamento Area Giardino,HB,Mezza Pensione,4,2674.41,187.75,3.5,23.25,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2765,Appartamento Area Piscina,BB,Bed & Breakfast,1,0.0,0.0,3.0,32.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2765,Appartamento Area Piscina,FB,Pensione Completa,14,6946.35,242.21,2.14,21.86,COMPARABLE_COMMERCIAL,LOW
2025,2025-05,LOW,2765,Appartamento Area Piscina,HB,Mezza Pensione,2,913.7,185.62,2.5,20.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-05,LOW,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,1,0.0,0.0,2.0,20.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2761,Camera  Standard,BB,Bed & Breakfast,24,6424.01,105.59,2.54,24.21,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,FB,Pensione Completa,20,11251.8,151.48,3.4,34.95,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2761,Camera  Standard,HB,Mezza Pensione,39,25853.85,133.28,4.56,45.18,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-06,SHOULDER,2762,Camera Superior,BB,Bed & Breakfast,18,8748.4,85.22,4.44,42.5,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2762,Camera Superior,FB,Pensione Completa,8,5929.24,172.09,4.25,32.75,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2762,Camera Superior,HB,Mezza Pensione,16,13722.12,165.1,5.06,26.56,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2763,Camera Deluxe,BB,Bed & Breakfast,4,1672.2,73.76,3.75,46.25,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2763,Camera Deluxe,FB,Pensione Completa,13,16351.85,226.76,5.77,118.23,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2763,Camera Deluxe,HB,Mezza Pensione,8,7338.1,208.55,4.5,60.38,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,BB,Bed & Breakfast,20,8260.87,111.07,3.75,31.1,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,FB,Pensione Completa,22,26091.26,239.64,4.95,49.18,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,HB,Mezza Pensione,47,42412.84,188.44,4.7,22.32,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-06,SHOULDER,2764,Appartamento Area Giardino,OB,Only Bed,8,1961.0,40.78,7.38,79.12,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,BB,Bed & Breakfast,22,7674.71,109.29,3.14,18.09,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,FB,Pensione Completa,15,19143.23,210.96,6.07,42.27,COMPARABLE_COMMERCIAL,LOW
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,HB,Mezza Pensione,32,36357.59,185.8,6.03,32.81,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-06,SHOULDER,2765,Appartamento Area Piscina,OB,Only Bed,6,4154.79,134.63,5.33,68.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,BB,Bed & Breakfast,1,159.9,159.9,1.0,4.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,1,1760.0,251.43,7.0,85.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,2,2641.5,182.08,6.0,106.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,3231,Suite Familiare,HB,Mezza Pensione,1,2323.5,232.35,10.0,207.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,5375,Villino 2Ten,FB,Pensione Completa,2,1190.0,85.0,7.0,82.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-06,SHOULDER,5376,Villino Double,FB,Pensione Completa,1,2876.5,410.93,7.0,118.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,2761,Camera  Standard,BB,Bed & Breakfast,29,18688.26,140.82,4.41,38.76,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2761,Camera  Standard,FB,Pensione Completa,34,19845.39,123.57,3.68,32.62,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-07,PEAK,2761,Camera  Standard,HB,Mezza Pensione,44,40032.29,180.0,4.82,46.59,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-07,PEAK,2762,Camera Superior,BB,Bed & Breakfast,15,9317.53,165.69,3.67,47.73,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2762,Camera Superior,FB,Pensione Completa,14,16917.19,205.55,6.79,69.64,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2762,Camera Superior,HB,Mezza Pensione,21,25719.8,218.05,5.57,59.81,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2763,Camera Deluxe,BB,Bed & Breakfast,5,3535.6,152.9,8.0,45.2,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,FB,Pensione Completa,13,16076.4,218.04,4.62,59.54,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2763,Camera Deluxe,HB,Mezza Pensione,10,15135.58,252.19,5.5,54.4,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2764,Appartamento Area Giardino,BB,Bed & Breakfast,10,5896.28,101.56,6.7,89.9,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2764,Appartamento Area Giardino,FB,Pensione Completa,15,25793.0,246.26,6.87,95.0,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2764,Appartamento Area Giardino,HB,Mezza Pensione,42,65764.25,234.81,6.62,68.31,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-07,PEAK,2764,Appartamento Area Giardino,OB,Only Bed,34,20812.98,73.07,9.26,120.47,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-07,PEAK,2765,Appartamento Area Piscina,BB,Bed & Breakfast,12,20273.03,210.99,8.0,34.67,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,FB,Pensione Completa,22,37219.9,219.47,7.27,55.0,COMPARABLE_COMMERCIAL,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,HB,Mezza Pensione,35,59934.97,258.82,6.66,35.91,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-07,PEAK,2765,Appartamento Area Piscina,OB,Only Bed,2,0.0,0.0,18.5,94.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,1,2496.65,356.66,7.0,73.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,BB,Bed & Breakfast,2,880.0,220.0,2.0,13.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,FB,Pensione Completa,5,9273.7,199.79,5.6,37.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,5375,Villino 2Ten,FB,Pensione Completa,1,0.0,0.0,1.0,30.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,5375,Villino 2Ten,HB,Mezza Pensione,1,2890.0,206.43,14.0,173.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,5376,Villino Double,FB,Pensione Completa,3,1325.0,110.42,3.33,3.67,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-07,PEAK,5376,Villino Double,HB,Mezza Pensione,2,5208.05,345.6,7.5,28.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2761,Camera  Standard,BB,Bed & Breakfast,21,13154.7,158.18,4.19,48.86,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2761,Camera  Standard,FB,Pensione Completa,26,25994.14,164.54,4.54,49.0,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2761,Camera  Standard,HB,Mezza Pensione,40,52661.54,215.56,6.0,72.7,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-08,PEAK,2762,Camera Superior,BB,Bed & Breakfast,16,12936.18,182.46,4.25,44.5,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2762,Camera Superior,FB,Pensione Completa,11,15571.8,270.79,4.73,45.55,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2762,Camera Superior,HB,Mezza Pensione,23,40200.2,267.29,6.39,82.3,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2763,Camera Deluxe,BB,Bed & Breakfast,3,4268.8,204.87,7.0,81.67,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,FB,Pensione Completa,5,6076.15,194.52,4.0,80.2,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,HB,Mezza Pensione,9,18380.75,303.06,6.33,74.44,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2764,Appartamento Area Giardino,BB,Bed & Breakfast,20,17398.9,151.68,6.15,79.3,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2764,Appartamento Area Giardino,FB,Pensione Completa,12,25351.35,266.39,7.75,75.67,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2764,Appartamento Area Giardino,HB,Mezza Pensione,39,68098.16,246.04,7.21,79.64,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-08,PEAK,2764,Appartamento Area Giardino,OB,Only Bed,46,38472.85,88.54,8.54,142.63,COMPARABLE_COMMERCIAL,MEDIUM
